date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-11-30,17,30.7,756.3,74,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Penang
2018-11-30,14,31.4,757.9,69,Wind blowing from the south-west,5,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-30,11,30.5,759.7,70,Wind blowing from the south-east,1,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,9.0,Penang
2018-11-30,08,24.8,759.1,95,Wind blowing from the north-east,0,"90  or more, but not 100%",Mist. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,7.0,Penang
2018-11-30,05,24.3,757.8,95,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,8.0,Penang
2018-11-30,02,24.9,758.8,98,Wind blowing from the north,0,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-29,23,25.4,759.1,95,Wind blowing from the west,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-29,20,25.7,758.2,95,Wind blowing from the north,0,100%.,"Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,6.0,Penang
2018-11-29,17,26.0,757.1,97,Wind blowing from the north-east,3,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,6.0,Penang
2018-11-29,14,30.2,758.2,71,Wind blowing from the west-southwest,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-29,11,29.4,759.9,83,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,8.0,Penang
2018-11-29,08,26.2,758.7,93,Wind blowing from the north,2,"90  or more, but not 100%",Mist. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,8.0,Penang
2018-11-29,05,25.9,757.4,95,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-29,02,26.7,758.4,92,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-28,23,26.8,758.9,94,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-28,20,26.9,757.5,92,Wind blowing from the north-northeast,0,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,7.0,Penang
2018-11-28,17,28.3,756.1,85,Wind blowing from the south-west,3,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,8.0,Penang
2018-11-28,14,31.9,757.1,71,Wind blowing from the south-west,5,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-28,11,30.7,759.1,70,Wind blowing from the east-northeast,3,70 – 80%.,Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-28,08,26.3,758.5,91,Wind blowing from the east-northeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,8.0,Penang
2018-11-28,05,25.6,757.3,93,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-28,02,26.6,758.3,89,Wind blowing from the north-northwest,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-27,23,27.1,759.1,89,Wind blowing from the north,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-27,20,27.7,757.6,85,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-27,17,29.6,756.4,77,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-27,14,29.6,757.8,81,Wind blowing from the south-west,5,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-27,11,29.6,759.7,74,Wind blowing from the south,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,7.0,Penang
2018-11-27,08,26.6,758.5,92,Wind blowing from the north-east,2,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-27,05,26.5,757.1,90,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-27,02,26.5,758.2,90,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,8.0,Penang
2018-11-26,23,26.8,758.5,88,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,9.0,Penang
2018-11-26,20,28.4,756.8,80,Wind blowing from the west-southwest,1,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",600-1000,10.0,Penang
2018-11-26,17,31.5,755.5,61,Wind blowing from the west-northwest,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-26,14,29.8,757.1,76,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,9.0,Penang
2018-11-26,11,30.2,759.0,73,Wind blowing from the north-east,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,9.0,Penang
2018-11-26,08,25.3,758.1,94,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,8.0,Penang
2018-11-26,05,25.5,757.3,93,Wind blowing from the west-southwest,2,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Penang
2018-11-26,02,26.4,758.2,91,Wind blowing from the north-northeast,1,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-25,23,27.2,758.8,88,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-25,20,27.6,757.4,87,Wind blowing from the north-northwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,8.0,Penang
2018-11-25,17,29.8,755.9,78,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,9.0,Penang
2018-11-25,14,29.9,758.1,75,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,8.0,Penang
2018-11-25,11,25.3,760.3,95,Wind blowing from the north-northeast,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,8.0,Penang
2018-11-25,08,24.4,759.3,98,Wind blowing from the north,0,"90  or more, but not 100%",Moderate or heavy rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","90  or more, but not 100%",300-600,8.0,Penang
2018-11-25,05,24.9,757.9,95,Wind blowing from the west-northwest,3,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,6.0,Penang
2018-11-25,02,26.1,758.8,92,Wind blowing from the north-northwest,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-24,23,26.1,759.2,91,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,10.0,Penang
2018-11-24,20,26.8,757.9,87,Wind blowing from the south-southwest,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-24,17,28.9,756.8,79,Wind blowing from the south-west,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-24,14,28.3,758.5,77,Wind blowing from the south-west,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,10.0,Penang
2018-11-24,11,28.8,760.3,79,Wind blowing from the south-southwest,4,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,10.0,Penang
2018-11-24,08,24.8,759.2,98,Wind blowing from the north,0,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,7.0,Penang
2018-11-24,05,25.6,757.5,95,Wind blowing from the west-southwest,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,7.0,Penang
2018-11-24,02,26.7,759.0,89,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,9.0,Penang
2018-11-23,23,27.1,759.4,86,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,9.0,Penang
2018-11-23,20,28.5,757.7,78,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Haze. ,Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,10.0,Penang
2018-11-23,17,30.2,757.0,70,Wind blowing from the south-west,3,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Penang
2018-11-23,14,32.0,758.5,60,Wind blowing from the south-southwest,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Penang
2018-11-23,11,30.8,760.1,55,Wind blowing from the east-northeast,4,70 – 80%.,Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-23,08,25.9,758.8,93,Wind blowing from the north-northeast,3,"90  or more, but not 100%",Mist. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,6.0,Penang
2018-11-23,05,25.2,757.9,96,Wind blowing from the north-northeast,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-23,02,25.9,758.8,93,Wind blowing from the north,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-22,23,26.2,759.2,91,Wind blowing from the north,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,9.0,Penang
2018-11-22,20,27.9,757.7,83,Wind blowing from the west,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Penang
2018-11-22,17,29.5,756.1,75,Wind blowing from the south-west,5,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-22,14,30.8,757.9,73,Wind blowing from the south-west,5,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-22,11,29.8,759.9,75,Wind blowing from the south,2,70 – 80%.,Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-22,08,25.7,758.4,95,Wind blowing from the east-northeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,8.0,Penang
2018-11-22,05,24.5,756.5,97,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-22,02,24.9,757.7,98,Wind blowing from the north,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-21,23,25.1,758.5,97,Wind blowing from the west,0,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,8.0,Penang
2018-11-21,20,25.3,757.2,95,Wind blowing from the north,0,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-21,17,24.8,756.0,93,Wind blowing from the west,3,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,8.0,Penang
2018-11-21,14,26.7,757.3,94,Wind blowing from the north,2,"90  or more, but not 100%","Rain shower(s), moderate or heavy. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,4.0,Penang
2018-11-21,11,27.9,759.6,85,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,8.0,Penang
2018-11-21,08,25.3,758.5,98,Wind blowing from the north,0,"90  or more, but not 100%",Mist. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,8.0,Penang
2018-11-21,05,24.8,757.2,97,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-21,02,24.9,758.3,98,Wind blowing from the north,1,100%.,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,7.0,Penang
2018-11-20,23,25.5,759.1,96,Wind blowing from the north-northeast,3,"90  or more, but not 100%","Rain, not freezing, continuous, moderate at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,5.0,Penang
2018-11-20,20,26.0,757.4,95,Wind blowing from the north,0,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,7.0,Penang
2018-11-20,17,25.6,757.0,93,Wind blowing from the west-northwest,1,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,7.0,Penang
2018-11-20,14,26.9,758.8,85,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,10.0,Penang
2018-11-20,11,30.0,760.0,71,Wind blowing from the west,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,10.0,Penang
2018-11-20,08,25.6,759.0,92,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,9.0,Penang
2018-11-20,05,26.0,757.7,88,Wind blowing from the north-northwest,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-20,02,25.9,759.1,92,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,9.0,Penang
2018-11-19,23,26.6,760.3,87,Wind blowing from the west,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Penang
2018-11-19,20,27.4,758.9,80,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-19,17,29.2,757.6,74,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Penang
2018-11-19,14,28.8,759.5,78,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,10.0,Penang
2018-11-19,11,25.9,761.2,93,Wind blowing from the south-southwest,5,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,7.0,Penang
2018-11-19,08,24.6,759.6,91,Wind blowing from the south,1,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-19,05,26.3,757.9,84,Wind blowing from the west-southwest,4,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-19,02,26.0,758.6,81,Wind blowing from the north-east,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-18,23,27.9,759.2,87,Wind blowing from the north-northeast,2,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,8.0,Penang
2018-11-18,20,28.7,757.6,79,Wind blowing from the north,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-18,17,31.1,756.1,61,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-18,14,31.8,757.9,66,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Penang
2018-11-18,11,30.7,759.7,70,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,8.0,Penang
2018-11-18,08,28.6,758.3,82,Wind blowing from the south,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,7.0,Penang
2018-11-18,05,27.8,756.9,91,Wind blowing from the west,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,7.0,Penang
2018-11-18,02,27.8,757.4,89,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-17,23,28.8,758.0,81,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-17,20,29.5,756.1,75,Wind blowing from the west-southwest,1,"90  or more, but not 100%",Haze. ,Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-17,17,31.5,755.2,68,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-17,14,32.1,756.7,67,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-17,11,30.1,758.8,74,Wind blowing from the south-west,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,8.0,Penang
2018-11-17,08,26.5,758.0,92,Wind blowing from the north-northeast,1,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-17,05,26.1,756.5,95,Wind blowing from the north-northeast,2,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,6.0,Penang
2018-11-17,02,26.4,757.3,91,Wind blowing from the north,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-16,23,27.0,758.0,92,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,7.0,Penang
2018-11-16,20,28.0,756.7,85,Wind blowing from the east,2,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-16,17,29.7,755.0,75,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-16,14,30.5,756.7,72,Wind blowing from the south-southwest,3,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-16,11,28.4,758.2,78,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,8.0,Penang
2018-11-16,08,25.0,757.9,91,Wind blowing from the north,1,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,9.0,Penang
2018-11-16,05,24.3,756.7,96,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-16,02,24.7,757.2,97,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-15,23,24.8,758.5,97,Wind blowing from the north,0,"90  or more, but not 100%","Rain, not freezing, continuous, moderate at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,7.0,Penang
